nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

lab mode is Polling
period, pulse_width, bg_tasks_run, avg_latency, missed, multi_pulses
1344, 672, 7430, 33, 1, 1
1346, 673, 7415, 31, 1, 0
1348, 674, 7405, 33, 1, 0
1350, 675, 7395, 32, 1, 0
1352, 676, 7385, 33, 1, 0
1354, 677, 7375, 33, 1, 1
1356, 678, 7365, 33, 1, 1
1358, 679, 7350, 32, 1, 0
1360, 680, 7340, 33, 1, 0
1362, 681, 7330, 33, 1, 0
1364, 682, 7320, 35, 1, 0
1366, 683, 7310, 33, 1, 1
1368, 684, 7300, 31, 1, 1
1370, 685, 7290, 33, 1, 1
1372, 686, 7275, 32, 1, 0
1374, 687, 7265, 33, 1, 0
1376, 688, 7255, 32, 1, 0
1378, 689, 7245, 32, 1, 0
1380, 690, 7235, 31, 1, 0
1382, 691, 7225, 31, 1, 0
1384, 692, 7215, 32, 1, 0
1386, 693, 7205, 33, 1, 1
1388, 694, 7195, 32, 1, 1
1390, 695, 7185, 35, 1, 1
1392, 696, 7175, 39, 1, 1
1394, 697, 7160, 32, 1, 0
1396, 698, 7150, 35, 1, 0
1398, 699, 7140, 32, 1, 0
1400, 700, 7130, 33, 1, 0
1402, 701, 7120, 32, 1, 0
1404, 702, 7110, 32, 1, 0
1406, 703, 7100, 33, 1, 0
1408, 704, 7090, 33, 1, 0
1410, 705, 7080, 32, 1, 0
1412, 706, 7070, 34, 1, 0
1414, 707, 7060, 31, 1, 0
1416, 708, 7050, 33, 1, 0
1418, 709, 7040, 28, 1, 0
1420, 710, 7030, 32, 1, 0
1422, 711, 7020, 32, 1, 0
1424, 712, 8412, 33, 1, 0
1426, 713, 7000, 33, 1, 0
1428, 714, 6990, 34, 1, 0
1430, 715, 8376, 44, 1, 0
1432, 716, 6975, 29, 1, 1
1434, 717, 8352, 34, 1, 0
1436, 718, 6955, 32, 1, 1
1438, 719, 8334, 34, 1, 1
1440, 720, 8322, 34, 1, 1
1442, 721, 8310, 36, 1, 0
1444, 722, 8298, 33, 1, 0
1446, 723, 8286, 34, 1, 0
1448, 724, 8274, 32, 1, 0
1450, 725, 8262, 33, 1, 0
1452, 726, 8250, 33, 1, 0
1454, 727, 8238, 33, 1, 0
1456, 728, 8226, 51, 1, 0
1458, 729, 8220, 33, 1, 1
1460, 730, 8208, 33, 1, 1
1462, 731, 8196, 33, 1, 0
1464, 732, 8184, 33, 1, 0
1466, 733, 8172, 34, 1, 0
1468, 734, 8160, 34, 1, 0
1470, 735, 8148, 32, 1, 0
