nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

lab mode is Interrupt
period, pulse_width, bg_tasks_run, avg_latency, missed, multi_pulses
1452, 726, 7959, 254, 0, 0
1454, 727, 7963, 254, 0, 0
1456, 728, 7965, 254, 0, 0
1458, 729, 7966, 254, 0, 0
1460, 730, 7973, 254, 0, 0
1462, 731, 7979, 254, 0, 0
1464, 732, 7987, 254, 0, 0
1466, 733, 7984, 254, 0, 0
1468, 734, 7989, 254, 0, 0
1470, 735, 7991, 254, 0, 0
1472, 736, 7993, 254, 0, 0
1474, 737, 7999, 254, 0, 0
1476, 738, 8001, 254, 0, 0
1478, 739, 8004, 254, 0, 0
1480, 740, 8008, 254, 0, 0
1482, 741, 8011, 254, 0, 0
1484, 742, 8015, 254, 0, 0
1486, 743, 8023, 254, 0, 0
1488, 744, 8030, 254, 0, 0
1490, 745, 8039, 255, 0, 0
1492, 746, 8028, 254, 0, 0
1494, 747, 8039, 254, 0, 0
1496, 748, 8040, 254, 0, 0
1498, 749, 8039, 254, 0, 0
1500, 750, 8040, 254, 0, 0
1502, 751, 8041, 254, 0, 0
1504, 752, 8044, 254, 0, 0
1506, 753, 8049, 254, 0, 0
1508, 754, 8051, 254, 0, 0
1510, 755, 8053, 254, 0, 0
1512, 756, 8060, 254, 0, 0
1514, 757, 8062, 254, 0, 0
1516, 758, 8065, 254, 0, 0
1518, 759, 8070, 254, 0, 0
1520, 760, 8070, 254, 0, 0
1522, 761, 8074, 254, 0, 0
1524, 762, 8078, 254, 0, 0
1526, 763, 8080, 254, 0, 0
1528, 764, 8085, 254, 0, 0
1530, 765, 8089, 254, 0, 0
1532, 766, 8089, 254, 0, 0
1534, 767, 8095, 254, 0, 0
1536, 768, 8098, 254, 0, 0
1538, 769, 8099, 254, 0, 0
1540, 770, 8105, 254, 0, 0
1542, 771, 8106, 254, 0, 0
1544, 772, 8110, 254, 0, 0
1546, 773, 8112, 254, 0, 0
1548, 774, 8118, 254, 0, 0
1550, 775, 8118, 254, 0, 0
1552, 776, 8123, 254, 0, 0
1554, 777, 8136, 254, 0, 0
1556, 778, 8126, 254, 0, 0
1558, 779, 8127, 254, 0, 0
1560, 780, 8131, 254, 0, 0
1562, 781, 8136, 254, 0, 0
1564, 782, 8139, 254, 0, 0
1566, 783, 8142, 254, 0, 0
1568, 784, 8149, 254, 0, 0
1570, 785, 8146, 254, 0, 0
1572, 786, 8151, 254, 0, 0
1574, 787, 8156, 254, 0, 0
1576, 788, 8155, 254, 0, 0
1578, 789, 8158, 254, 0, 0
1580, 790, 8163, 254, 0, 0
1582, 791, 8165, 254, 0, 0
1584, 792, 8173, 254, 0, 0
1586, 793, 8175, 254, 0, 0
1588, 794, 8172, 254, 0, 0
1590, 795, 8179, 254, 0, 0
1592, 796, 8181, 254, 0, 0
1594, 797, 8185, 254, 0, 0
1596, 798, 8185, 254, 0, 0
1598, 799, 8193, 254, 0, 0
1600, 800, 8190, 254, 0, 0
1602, 801, 8193, 254, 0, 0
1604, 802, 8197, 254, 0, 0
1606, 803, 8199, 254, 0, 0
1608, 804, 8200, 254, 0, 0
1610, 805, 8203, 254, 0, 0
1612, 806, 8210, 254, 0, 0
1614, 807, 8212, 254, 0, 0
1616, 808, 8214, 254, 0, 0
1618, 809, 8217, 254, 0, 0
1620, 810, 8219, 254, 0, 0
1622, 811, 8220, 254, 0, 0
1624, 812, 8227, 254, 0, 0
1626, 813, 8226, 254, 0, 0
1628, 814, 8231, 254, 0, 0
1630, 815, 8233, 254, 0, 0
1632, 816, 8238, 254, 0, 0
1634, 817, 8239, 254, 0, 0
1636, 818, 8241, 254, 0, 0
1638, 819, 8245, 254, 0, 0
1640, 820, 8251, 254, 0, 0
1642, 821, 8249, 254, 0, 0
1644, 822, 8260, 254, 0, 0
1646, 823, 8248, 254, 0, 0
1648, 824, 8258, 254, 0, 0
1650, 825, 8258, 254, 0, 0
1652, 826, 8264, 254, 0, 0
1654, 827, 8267, 254, 0, 0
1656, 828, 8268, 254, 0, 0
1658, 829, 8279, 254, 0, 0
1660, 830, 8273, 254, 0, 0
1662, 831, 8276, 254, 0, 0
1664, 832, 8279, 254, 0, 0
1666, 833, 8283, 254, 0, 0
1668, 834, 8284, 254, 0, 0
1670, 835, 8288, 254, 0, 0
1672, 836, 8288, 254, 0, 0
1674, 837, 8293, 254, 0, 0
1676, 838, 8338, 254, 0, 0
1678, 839, 8303, 254, 0, 0
1680, 840, 8322, 254, 0, 0
1682, 841, 8309, 254, 0, 0
1684, 842, 8315, 254, 0, 0
1686, 843, 8314, 254, 0, 0
1688, 844, 8313, 254, 0, 0
1690, 845, 8316, 254, 0, 0
1692, 846, 8314, 254, 0, 0
1694, 847, 8317, 254, 0, 0
1696, 848, 8315, 254, 0, 0
1698, 849, 8319, 254, 0, 0
1700, 850, 8328, 254, 0, 0
1702, 851, 8325, 254, 0, 0
1704, 852, 8328, 254, 0, 0
1706, 853, 8331, 254, 0, 0
1708, 854, 8335, 254, 0, 0
1710, 855, 8341, 254, 0, 0
1712, 856, 8339, 254, 0, 0
1714, 857, 8340, 254, 0, 0
1716, 858, 8346, 254, 0, 0
1718, 859, 8347, 254, 0, 0
1720, 860, 8358, 254, 0, 0
1722, 861, 8354, 254, 0, 0
1724, 862, 8355, 254, 0, 0
1726, 863, 8355, 254, 0, 0
1728, 864, 8363, 254, 0, 0
1730, 865, 8363, 254, 0, 0
1732, 866, 8365, 254, 0, 0
1734, 867, 8369, 254, 0, 0
1736, 868, 8370, 254, 0, 0
1738, 869, 8370, 254, 0, 0
1740, 870, 8379, 254, 0, 0
1742, 871, 8376, 254, 0, 0
1744, 872, 8377, 254, 0, 0
1746, 873, 8388, 254, 0, 0
1748, 874, 8377, 254, 0, 0
1750, 875, 8382, 254, 0, 0
1752, 876, 8391, 254, 0, 0
1754, 877, 8392, 254, 0, 0
1756, 878, 8394, 254, 0, 0
1758, 879, 8396, 254, 0, 0
1760, 880, 8398, 254, 0, 0
1762, 881, 8397, 254, 0, 0
1764, 882, 8401, 254, 0, 0
1766, 883, 8406, 254, 0, 0
1768, 884, 8408, 254, 0, 0
1770, 885, 8409, 254, 0, 0
1772, 886, 8413, 254, 0, 0
1774, 887, 8416, 254, 0, 0
1776, 888, 8419, 254, 0, 0
1778, 889, 8422, 254, 0, 0
1780, 890, 8424, 254, 0, 0
1782, 891, 8427, 254, 0, 0
1784, 892, 8424, 254, 0, 0
1786, 893, 8428, 254, 0, 0
1788, 894, 8430, 254, 0, 0
1790, 895, 8434, 254, 0, 0
1792, 896, 8437, 254, 0, 0
1794, 897, 8437, 254, 0, 0
1796, 898, 8440, 254, 0, 0
1798, 899, 8443, 254, 0, 0
1800, 900, 8443, 254, 0, 0
1802, 901, 8449, 254, 0, 0
1804, 902, 8448, 254, 0, 0
1806, 903, 8452, 254, 0, 0
1808, 904, 8455, 254, 0, 0
1810, 905, 8458, 254, 0, 0
1812, 906, 8448, 254, 0, 0
1814, 907, 8457, 254, 0, 0
1816, 908, 8464, 254, 0, 0
1818, 909, 8464, 254, 0, 0
1820, 910, 8468, 254, 0, 0
1822, 911, 8468, 254, 0, 0
1824, 912, 8471, 254, 0, 0
1826, 913, 8478, 254, 0, 0
1828, 914, 8474, 254, 0, 0
1830, 915, 8477, 254, 0, 0
1832, 916, 8479, 254, 0, 0
1834, 917, 8482, 254, 0, 0
1836, 918, 8486, 254, 0, 0
1838, 919, 8488, 254, 0, 0
1840, 920, 8488, 254, 0, 0
1842, 921, 8489, 254, 0, 0
1844, 922, 8492, 254, 0, 0
1846, 923, 8500, 254, 0, 0
1848, 924, 8500, 254, 0, 0
1850, 925, 8500, 254, 0, 0
1852, 926, 8501, 254, 0, 0
1854, 927, 8502, 254, 0, 0
1856, 928, 8505, 254, 0, 0
1858, 929, 8508, 254, 0, 0
1860, 930, 8511, 254, 0, 0
1862, 931, 8513, 254, 0, 0
1864, 932, 8514, 254, 0, 0
1866, 933, 8516, 254, 0, 0
1868, 934, 8520, 254, 0, 0
1870, 935, 8527, 254, 0, 0
1872, 936, 8536, 260, 0, 0
1874, 937, 8528, 254, 0, 0
1876, 938, 8533, 254, 0, 0
1878, 939, 8532, 254, 0, 0
1880, 940, 8532, 254, 0, 0
1882, 941, 8532, 254, 0, 0
1884, 942, 8532, 254, 0, 0
1886, 943, 8537, 254, 0, 0
1888, 944, 8539, 254, 0, 0
1890, 945, 8542, 254, 0, 0
1892, 946, 8540, 254, 0, 0
1894, 947, 8543, 254, 0, 0
1896, 948, 8545, 254, 0, 0
1898, 949, 8548, 254, 0, 0
1900, 950, 8551, 254, 0, 0
1902, 951, 8549, 254, 0, 0
1904, 952, 8554, 254, 0, 0
1906, 953, 8558, 254, 0, 0
1908, 954, 8560, 254, 0, 0
1910, 955, 8563, 254, 0, 0
1912, 956, 8564, 254, 0, 0
1914, 957, 8563, 254, 0, 0
1916, 958, 8566, 254, 0, 0
1918, 959, 8569, 254, 0, 0
1920, 960, 8570, 254, 0, 0
1922, 961, 8571, 254, 0, 0
1924, 962, 8574, 254, 0, 0
1926, 963, 8578, 254, 0, 0
1928, 964, 8579, 254, 0, 0
1930, 965, 8584, 254, 0, 0
1932, 966, 8585, 254, 0, 0
1934, 967, 8586, 254, 0, 0
1936, 968, 8595, 254, 0, 0
1938, 969, 8587, 254, 0, 0
1940, 970, 8586, 254, 0, 0
1942, 971, 8590, 254, 0, 0
1944, 972, 8594, 254, 0, 0
1946, 973, 8594, 254, 0, 0
1948, 974, 8598, 254, 0, 0
1950, 975, 8602, 254, 0, 0
1952, 976, 8599, 254, 0, 0
1954, 977, 8601, 254, 0, 0
1956, 978, 8605, 254, 0, 0
1958, 979, 8606, 254, 0, 0
1960, 980, 8608, 254, 0, 0
1962, 981, 8610, 254, 0, 0
1964, 982, 8614, 254, 0, 0
1966, 983, 8618, 254, 0, 0
1968, 984, 8622, 254, 0, 0
1970, 985, 8619, 254, 0, 0
1972, 986, 8624, 254, 0, 0
1974, 987, 8626, 254, 0, 0
1976, 988, 8627, 254, 0, 0
1978, 989, 8629, 254, 0, 0
1980, 990, 8632, 254, 0, 0
1982, 991, 8632, 254, 0, 0
1984, 992, 8634, 254, 0, 0
1986, 993, 8636, 254, 0, 0
1988, 994, 8638, 254, 0, 0
1990, 995, 8640, 254, 0, 0
1992, 996, 8641, 254, 0, 0
1994, 997, 8644, 254, 0, 0
1996, 998, 8645, 254, 0, 0
1998, 999, 8647, 254, 0, 0
2000, 1000, 8651, 254, 0, 0
2002, 1001, 8649, 254, 0, 0
2004, 1002, 8652, 254, 0, 0
2006, 1003, 8654, 254, 0, 0
2008, 1004, 8656, 254, 0, 0
2010, 1005, 8659, 254, 0, 0
2012, 1006, 8661, 254, 0, 0
2014, 1007, 8663, 254, 0, 0
2016, 1008, 8664, 254, 0, 0
2018, 1009, 8662, 254, 0, 0
2020, 1010, 8668, 254, 0, 0
2022, 1011, 8669, 254, 0, 0
2024, 1012, 8670, 254, 0, 0
2026, 1013, 8676, 254, 0, 0
2028, 1014, 8668, 254, 0, 0
2030, 1015, 8673, 254, 0, 0
2032, 1016, 8676, 254, 0, 0
2034, 1017, 8677, 254, 0, 0
2036, 1018, 8681, 254, 0, 0
2038, 1019, 8680, 254, 0, 0
2040, 1020, 8688, 254, 0, 0
2042, 1021, 8683, 254, 0, 0
2044, 1022, 8684, 254, 0, 0
2046, 1023, 8687, 254, 0, 0
2048, 1024, 8687, 254, 0, 0
2050, 1025, 8690, 254, 0, 0
2052, 1026, 8690, 254, 0, 0
2054, 1027, 8693, 254, 0, 0
2056, 1028, 8696, 254, 0, 0
2058, 1029, 8730, 254, 0, 0
2060, 1030, 8704, 254, 0, 0
2062, 1031, 8717, 254, 0, 0
2064, 1032, 8712, 254, 0, 0
2066, 1033, 8714, 254, 0, 0
2068, 1034, 8714, 254, 0, 0
2070, 1035, 8712, 254, 0, 0
2072, 1036, 8711, 254, 0, 0
2074, 1037, 8711, 254, 0, 0
2076, 1038, 8711, 254, 0, 0
2078, 1039, 8713, 254, 0, 0
2080, 1040, 8713, 254, 0, 0
2082, 1041, 8718, 254, 0, 0
2084, 1042, 8717, 254, 0, 0
2086, 1043, 8719, 254, 0, 0
2088, 1044, 8721, 254, 0, 0
2090, 1045, 8728, 254, 0, 0
2092, 1046, 8731, 254, 0, 0
2094, 1047, 8729, 254, 0, 0
2096, 1048, 8730, 254, 0, 0
2098, 1049, 8731, 254, 0, 0
2100, 1050, 8732, 254, 0, 0
2102, 1051, 8740, 254, 0, 0
2104, 1052, 8735, 254, 0, 0
2106, 1053, 8738, 254, 0, 0
2108, 1054, 8737, 254, 0, 0
2110, 1055, 8741, 254, 0, 0
2112, 1056, 8747, 254, 0, 0
2114, 1057, 8741, 254, 0, 0
2116, 1058, 8747, 254, 0, 0
2118, 1059, 8749, 254, 0, 0
2120, 1060, 8747, 254, 0, 0
2122, 1061, 8752, 254, 0, 0
2124, 1062, 8752, 254, 0, 0
2126, 1063, 8753, 254, 0, 0
2128, 1064, 8760, 254, 0, 0
2130, 1065, 8755, 254, 0, 0
2132, 1066, 8758, 254, 0, 0
2134, 1067, 8762, 254, 0, 0
2136, 1068, 8762, 254, 0, 0
2138, 1069, 8764, 254, 0, 0
2140, 1070, 8766, 254, 0, 0
2142, 1071, 8765, 254, 0, 0
2144, 1072, 8766, 254, 0, 0
2146, 1073, 8772, 254, 0, 0
2148, 1074, 8773, 254, 0, 0
2150, 1075, 8774, 254, 0, 0
2152, 1076, 8774, 254, 0, 0
2154, 1077, 8777, 254, 0, 0
2156, 1078, 8777, 254, 0, 0
2158, 1079, 8781, 254, 0, 0
2160, 1080, 8788, 254, 0, 0
2162, 1081, 8786, 254, 0, 0
2164, 1082, 8786, 254, 0, 0
2166, 1083, 8785, 254, 0, 0
2168, 1084, 8787, 254, 0, 0
2170, 1085, 8787, 254, 0, 0
2172, 1086, 8790, 254, 0, 0
2174, 1087, 8796, 254, 0, 0
2176, 1088, 8795, 254, 0, 0
2178, 1089, 8795, 254, 0, 0
2180, 1090, 8795, 254, 0, 0
2182, 1091, 8797, 254, 0, 0
2184, 1092, 8802, 254, 0, 0
2186, 1093, 8804, 254, 0, 0
2188, 1094, 8804, 254, 0, 0
2190, 1095, 8806, 254, 0, 0
2192, 1096, 8807, 254, 0, 0
2194, 1097, 8800, 254, 0, 0
2196, 1098, 8806, 254, 0, 0
2198, 1099, 8813, 254, 0, 0
2200, 1100, 8813, 254, 0, 0
2202, 1101, 8814, 254, 0, 0
2204, 1102, 8814, 254, 0, 0
2206, 1103, 8816, 254, 0, 0
2208, 1104, 8820, 254, 0, 0
2210, 1105, 8825, 254, 0, 0
2212, 1106, 8822, 254, 0, 0
2214, 1107, 8822, 254, 0, 0
2216, 1108, 8823, 254, 0, 0
2218, 1109, 8825, 254, 0, 0
2220, 1110, 8831, 254, 0, 0
2222, 1111, 8830, 254, 0, 0
2224, 1112, 8829, 254, 0, 0
2226, 1113, 8831, 254, 0, 0
2228, 1114, 8836, 254, 0, 0
2230, 1115, 8838, 254, 0, 0
2232, 1116, 8838, 254, 0, 0
2234, 1117, 8837, 254, 0, 0
2236, 1118, 8837, 254, 0, 0
2238, 1119, 8839, 254, 0, 0
2240, 1120, 8844, 254, 0, 0
2242, 1121, 8844, 254, 0, 0
2244, 1122, 8844, 254, 0, 0
2246, 1123, 8846, 254, 0, 0
2248, 1124, 8848, 254, 0, 0
2250, 1125, 8854, 254, 0, 0
2252, 1126, 8857, 254, 0, 0
2254, 1127, 8861, 255, 0, 0
2256, 1128, 8853, 254, 0, 0
2258, 1129, 8860, 254, 0, 0
2260, 1130, 8862, 254, 0, 0
2262, 1131, 8859, 254, 0, 0
2264, 1132, 8857, 254, 0, 0
2266, 1133, 8858, 254, 0, 0
2268, 1134, 8862, 254, 0, 0
2270, 1135, 8863, 254, 0, 0
2272, 1136, 8862, 254, 0, 0
2274, 1137, 8863, 254, 0, 0
2276, 1138, 8866, 254, 0, 0
2278, 1139, 8870, 254, 0, 0
2280, 1140, 8870, 254, 0, 0
2282, 1141, 8871, 254, 0, 0
2284, 1142, 8870, 254, 0, 0
2286, 1143, 8876, 254, 0, 0
2288, 1144, 8876, 254, 0, 0
2290, 1145, 8875, 254, 0, 0
2292, 1146, 8878, 254, 0, 0
2294, 1147, 8884, 254, 0, 0
2296, 1148, 8881, 254, 0, 0
2298, 1149, 8881, 254, 0, 0
2300, 1150, 8884, 254, 0, 0
2302, 1151, 8889, 254, 0, 0
2304, 1152, 8887, 254, 0, 0
2306, 1153, 8887, 254, 0, 0
2308, 1154, 8890, 254, 0, 0
2310, 1155, 8894, 254, 0, 0
2312, 1156, 8894, 254, 0, 0
2314, 1157, 8893, 254, 0, 0
2316, 1158, 8894, 254, 0, 0
2318, 1159, 8907, 254, 0, 0
2320, 1160, 8898, 254, 0, 0
2322, 1161, 8896, 254, 0, 0
2324, 1162, 8898, 254, 0, 0
2326, 1163, 8905, 254, 0, 0
2328, 1164, 8902, 254, 0, 0
2330, 1165, 8904, 254, 0, 0
2332, 1166, 8908, 254, 0, 0
2334, 1167, 8907, 254, 0, 0
2336, 1168, 8907, 254, 0, 0
2338, 1169, 8909, 254, 0, 0
2340, 1170, 8909, 254, 0, 0
2342, 1171, 8913, 254, 0, 0
2344, 1172, 8912, 254, 0, 0
2346, 1173, 8914, 254, 0, 0
2348, 1174, 8921, 254, 0, 0
2350, 1175, 8921, 254, 0, 0
2352, 1176, 8917, 254, 0, 0
2354, 1177, 8921, 254, 0, 0
2356, 1178, 8925, 254, 0, 0
2358, 1179, 8922, 254, 0, 0
2360, 1180, 8924, 254, 0, 0
2362, 1181, 8930, 254, 0, 0
2364, 1182, 8927, 254, 0, 0
2366, 1183, 8926, 254, 0, 0
2368, 1184, 8928, 254, 0, 0
2370, 1185, 8932, 254, 0, 0
2372, 1186, 8931, 254, 0, 0
2374, 1187, 8931, 254, 0, 0
2376, 1188, 8938, 254, 0, 0
2378, 1189, 8938, 254, 0, 0
2380, 1190, 8935, 254, 0, 0
2382, 1191, 8939, 254, 0, 0
2384, 1192, 8940, 254, 0, 0
2386, 1193, 8939, 254, 0, 0
2388, 1194, 8941, 254, 0, 0
2390, 1195, 8946, 254, 0, 0
2392, 1196, 8945, 254, 0, 0
2394, 1197, 8946, 254, 0, 0
2396, 1198, 8952, 254, 0, 0
2398, 1199, 8950, 254, 0, 0
2400, 1200, 8947, 254, 0, 0
2402, 1201, 8952, 254, 0, 0
2404, 1202, 8955, 254, 0, 0
2406, 1203, 8953, 254, 0, 0
2408, 1204, 8959, 254, 0, 0
2410, 1205, 8954, 254, 0, 0
2412, 1206, 8958, 254, 0, 0
2414, 1207, 8957, 254, 0, 0
2416, 1208, 8963, 254, 0, 0
2418, 1209, 8962, 254, 0, 0
2420, 1210, 8961, 254, 0, 0
2422, 1211, 8972, 254, 0, 0
2424, 1212, 8964, 254, 0, 0
2426, 1213, 8965, 254, 0, 0
2428, 1214, 8971, 254, 0, 0
2430, 1215, 8968, 254, 0, 0
2432, 1216, 8969, 254, 0, 0
2434, 1217, 8975, 254, 0, 0
2436, 1218, 8972, 254, 0, 0
2438, 1219, 8973, 254, 0, 0
2440, 1220, 9009, 254, 0, 0
2442, 1221, 8981, 254, 0, 0
2444, 1222, 8989, 254, 0, 0
2446, 1223, 8983, 254, 0, 0
2448, 1224, 8986, 254, 0, 0
2450, 1225, 8984, 254, 0, 0
2452, 1226, 8984, 254, 0, 0
2454, 1227, 8984, 254, 0, 0
2456, 1228, 8983, 254, 0, 0
2458, 1229, 8989, 254, 0, 0
2460, 1230, 8987, 254, 0, 0
2462, 1231, 8986, 254, 0, 0
2464, 1232, 8994, 254, 0, 0
2466, 1233, 8989, 254, 0, 0
2468, 1234, 8989, 254, 0, 0
2470, 1235, 8995, 254, 0, 0
2472, 1236, 8994, 254, 0, 0
2474, 1237, 8996, 254, 0, 0
2476, 1238, 8999, 254, 0, 0
2478, 1239, 8996, 254, 0, 0
2480, 1240, 8997, 254, 0, 0
2482, 1241, 9002, 254, 0, 0
2484, 1242, 9005, 254, 0, 0
2486, 1243, 9002, 254, 0, 0
2488, 1244, 9006, 254, 0, 0
2490, 1245, 9002, 254, 0, 0
2492, 1246, 9006, 254, 0, 0
2494, 1247, 9009, 254, 0, 0
2496, 1248, 9003, 254, 0, 0
2498, 1249, 9013, 254, 0, 0
2500, 1250, 9012, 254, 0, 0
2502, 1251, 9010, 254, 0, 0
2504, 1252, 9018, 254, 0, 0
2506, 1253, 9013, 254, 0, 0
2508, 1254, 9014, 254, 0, 0
2510, 1255, 9022, 254, 0, 0
2512, 1256, 9012, 254, 0, 0
2514, 1257, 9015, 254, 0, 0
2516, 1258, 9022, 254, 0, 0
2518, 1259, 9020, 254, 0, 0
2520, 1260, 9026, 254, 0, 0
2522, 1261, 9024, 254, 0, 0
2524, 1262, 9022, 254, 0, 0
2526, 1263, 9027, 254, 0, 0
2528, 1264, 9025, 254, 0, 0
2530, 1265, 9027, 254, 0, 0
2532, 1266, 9030, 254, 0, 0
2534, 1267, 9029, 254, 0, 0
2536, 1268, 9036, 254, 0, 0
2538, 1269, 9032, 254, 0, 0
2540, 1270, 9034, 254, 0, 0
2542, 1271, 9040, 254, 0, 0
2544, 1272, 9036, 254, 0, 0
2546, 1273, 9037, 254, 0, 0
2548, 1274, 9038, 254, 0, 0
2550, 1275, 9038, 254, 0, 0
2552, 1276, 9043, 254, 0, 0
2554, 1277, 9040, 254, 0, 0
2556, 1278, 9043, 254, 0, 0
2558, 1279, 9045, 254, 0, 0
2560, 1280, 9044, 254, 0, 0
2562, 1281, 9049, 254, 0, 0
2564, 1282, 9046, 254, 0, 0
2566, 1283, 9049, 254, 0, 0
2568, 1284, 9051, 254, 0, 0
2570, 1285, 9049, 254, 0, 0
2572, 1286, 9057, 254, 0, 0
2574, 1287, 9054, 254, 0, 0
2576, 1288, 9047, 254, 0, 0
2578, 1289, 9055, 254, 0, 0
2580, 1290, 9055, 254, 0, 0
2582, 1291, 9056, 254, 0, 0
2584, 1292, 9059, 254, 0, 0
2586, 1293, 9059, 254, 0, 0
2588, 1294, 9062, 254, 0, 0
2590, 1295, 9062, 254, 0, 0
2592, 1296, 9069, 254, 0, 0
2594, 1297, 9063, 254, 0, 0
2596, 1298, 9064, 254, 0, 0
2598, 1299, 9067, 254, 0, 0
2600, 1300, 9065, 254, 0, 0
2602, 1301, 9073, 254, 0, 0
2604, 1302, 9066, 254, 0, 0
2606, 1303, 9069, 254, 0, 0
2608, 1304, 9072, 254, 0, 0
2610, 1305, 9074, 254, 0, 0
2612, 1306, 9077, 254, 0, 0
2614, 1307, 9074, 254, 0, 0
2616, 1308, 9075, 254, 0, 0
2618, 1309, 9076, 254, 0, 0
2620, 1310, 9076, 254, 0, 0
2622, 1311, 9080, 254, 0, 0
2624, 1312, 9078, 254, 0, 0
2626, 1313, 9085, 254, 0, 0
2628, 1314, 9081, 254, 0, 0
2630, 1315, 9083, 254, 0, 0
2632, 1316, 9087, 254, 0, 0
2634, 1317, 9089, 254, 0, 0
2636, 1318, 9097, 254, 0, 0
2638, 1319, 9087, 254, 0, 0
2640, 1320, 9098, 254, 0, 0
2642, 1321, 9091, 254, 0, 0
2644, 1322, 9091, 254, 0, 0
2646, 1323, 9093, 254, 0, 0
2648, 1324, 9090, 254, 0, 0
2650, 1325, 9094, 254, 0, 0
2652, 1326, 9092, 254, 0, 0
2654, 1327, 9099, 254, 0, 0
2656, 1328, 9094, 254, 0, 0
2658, 1329, 9095, 254, 0, 0
2660, 1330, 9099, 254, 0, 0
2662, 1331, 9098, 254, 0, 0
2664, 1332, 9103, 254, 0, 0
2666, 1333, 9098, 254, 0, 0
2668, 1334, 9106, 254, 0, 0
2670, 1335, 9102, 254, 0, 0
2672, 1336, 9103, 254, 0, 0
2674, 1337, 9105, 254, 0, 0
2676, 1338, 9107, 254, 0, 0
2678, 1339, 9108, 254, 0, 0
2680, 1340, 9107, 254, 0, 0
2682, 1341, 9113, 254, 0, 0
2684, 1342, 9109, 254, 0, 0
2686, 1343, 9116, 254, 0, 0
2688, 1344, 9111, 254, 0, 0
2690, 1345, 9114, 254, 0, 0
2692, 1346, 9115, 254, 0, 0
2694, 1347, 9116, 254, 0, 0
2696, 1348, 9118, 254, 0, 0
2698, 1349, 9116, 254, 0, 0
2700, 1350, 9128, 254, 0, 0
2702, 1351, 9118, 254, 0, 0
2704, 1352, 9121, 254, 0, 0
2706, 1353, 9119, 254, 0, 0
2708, 1354, 9127, 254, 0, 0
2710, 1355, 9122, 254, 0, 0
2712, 1356, 9125, 254, 0, 0
2714, 1357, 9128, 254, 0, 0
2716, 1358, 9124, 254, 0, 0
2718, 1359, 9128, 254, 0, 0
2720, 1360, 9128, 254, 0, 0
2722, 1361, 9131, 254, 0, 0
2724, 1362, 9129, 254, 0, 0
2726, 1363, 9134, 254, 0, 0
2728, 1364, 9130, 254, 0, 0
2730, 1365, 9139, 254, 0, 0
2732, 1366, 9135, 254, 0, 0
2734, 1367, 9134, 254, 0, 0
2736, 1368, 9136, 254, 0, 0
2738, 1369, 9137, 254, 0, 0
2740, 1370, 9138, 254, 0, 0
2742, 1371, 9139, 254, 0, 0
2744, 1372, 9142, 254, 0, 0
2746, 1373, 9140, 254, 0, 0
2748, 1374, 9143, 254, 0, 0
2750, 1375, 9142, 254, 0, 0
2752, 1376, 9146, 254, 0, 0
2754, 1377, 9144, 254, 0, 0
2756, 1378, 9148, 254, 0, 0
2758, 1379, 9146, 254, 0, 0
2760, 1380, 9152, 254, 0, 0
2762, 1381, 9147, 254, 0, 0
2764, 1382, 9155, 254, 0, 0
2766, 1383, 9148, 254, 0, 0
2768, 1384, 9156, 254, 0, 0
2770, 1385, 9151, 254, 0, 0
2772, 1386, 9153, 254, 0, 0
2774, 1387, 9154, 254, 0, 0
2776, 1388, 9155, 254, 0, 0
2778, 1389, 9157, 254, 0, 0
2780, 1390, 9157, 254, 0, 0
2782, 1391, 9156, 254, 0, 0
2784, 1392, 9159, 254, 0, 0
2786, 1393, 9161, 254, 0, 0
2788, 1394, 9161, 254, 0, 0
2790, 1395, 9166, 254, 0, 0
2792, 1396, 9159, 254, 0, 0
2794, 1397, 9166, 254, 0, 0
2796, 1398, 9164, 254, 0, 0
2798, 1399, 9167, 254, 0, 0
2800, 1400, 9167, 254, 0, 0
2802, 1401, 9169, 254, 0, 0
2804, 1402, 9172, 254, 0, 0
2806, 1403, 9171, 254, 0, 0
2808, 1404, 9169, 254, 0, 0
2810, 1405, 9174, 254, 0, 0
2812, 1406, 9171, 254, 0, 0
2814, 1407, 9175, 254, 0, 0
2816, 1408, 9173, 254, 0, 0
2818, 1409, 9177, 254, 0, 0
2820, 1410, 9175, 254, 0, 0
2822, 1411, 9202, 254, 0, 0
2824, 1412, 9180, 254, 0, 0
2826, 1413, 9193, 254, 0, 0
2828, 1414, 9183, 254, 0, 0
2830, 1415, 9188, 254, 0, 0
2832, 1416, 9184, 254, 0, 0
2834, 1417, 9187, 254, 0, 0
2836, 1418, 9183, 254, 0, 0
2838, 1419, 9186, 254, 0, 0
2840, 1420, 9183, 254, 0, 0
2842, 1421, 9188, 254, 0, 0
2844, 1422, 9185, 254, 0, 0
2846, 1423, 9190, 254, 0, 0
2848, 1424, 9189, 254, 0, 0
2850, 1425, 9190, 254, 0, 0
2852, 1426, 9188, 254, 0, 0
2854, 1427, 9193, 254, 0, 0
2856, 1428, 9193, 254, 0, 0
2858, 1429, 9194, 254, 0, 0
2860, 1430, 9192, 254, 0, 0
2862, 1431, 9195, 254, 0, 0
2864, 1432, 9195, 254, 0, 0
